category,zwid,events,points,league_id,pos,history,aid,zada,tname,tc,tbc,tbd,topen,fem,tid,reg,rank,name,flag
B,53049,1,26,59,49,1,53049,0,,00dd00,,,,,0,1,,"Rudi Overmeire",eu
B,456010,2,26,59,49,,456010,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Simon Hedegaard",dk
B,581673,1,26,59,49,,581673,0,,00dd00,,,,,0,1,,"Frej Elbæk Schjeldal",dk
A,595182,2,26,59,15,,595182,0,,00dd00,,,,,0,1,,"Robi Marič",si
B,742147,2,26,59,49,2,742147,0,SZR,ffffff,0073b7,ffffff,,,111,1,,"Oskar Ekman",se
B,200894,1,25,59,53,,200894,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Jakob Voldum",dk
C,907462,3,25,59,12,1,907462,0,,00dd00,,,,,0,1,,M.Koo,nl
B,257132,2,24,59,54,,257132,0,C2C,ffffff,46baf2,ff1e1e,,,2832,1,,"Martin Hopper",gb
B,288521,2,24,59,54,2,288521,0,,00dd00,,,,,0,1,,"Olav Opdal",no
C,303896,1,24,59,13,1,303896,0,BRT,ffffff,050505,ff8100,,,4,1,,"Mark Doddridge",gb
B,456785,2,24,59,54,,456785,0,,00dd00,,,,,0,1,,"Chris Hall",gb
C,514218,2,24,59,13,,514218,0,,00dd00,,,,,0,1,,"Raoul Hollants",nl
B,544654,1,24,59,54,,544654,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Paul Lewis",gb
B,902451,1,24,59,54,,902451,0,,00dd00,,,,,0,1,,"Peter Holzmann",at
B,48283,1,23,59,59,,48283,0,KirchmairCycling,210606,f2e80d,000103,,,2991,1,,"Sven Fessler (KC)",de
A,61415,1,23,59,17,1,61415,0,[DRAFT],ffffff,e60d2e,000000,,,1634,1,,"Scott Cunningham 🐗",us
B,120080,2,23,59,59,,120080,0,"TriRun ",ffffff,0073b7,ffffff,,,3261,1,,"Stephan Selinger",at
C,536385,3,23,59,15,3,536385,0,,00dd00,,,,,0,1,,"Tony FlagorZHR (E)",us
B,395,1,22,59,61,2,395,0,BRT,ffffff,050505,ff8100,,,4,1,,"Andy Waters sunnierclimbs.co.uk",gb
A,2021,2,22,59,18,1,2021,0,,00dd00,,,,,0,1,,"Wouter Sybrandy",nl
A,7915,1,22,59,18,2,7915,0,[DRAFT],ffffff,e60d2e,000000,,,1634,1,,"Adam Zimmerman 🐆",us
C,76874,2,22,59,16,3,76874,0,,00dd00,,,,,0,1,,"james connolly",ch
B,142290,1,22,59,61,,142290,0,"Team AHDR",fc6955,55d4fc,ffffff,,,629,1,,"Damian Hassan",au
A,146251,1,22,59,18,1,146251,0,_OneLove,ffffff,f012be,f012be,,,1915,1,,"Adam Webb 🐘",gb
A,161615,3,22,59,18,,161615,0,BRT,ffffff,050505,ff8100,,,4,1,,"Sean Casson",gb-eng
B,247818,1,22,59,61,1,247818,0,"VS CYCLES",ffffff,0073b7,ffffff,,,783,1,,"Paul Waddington",gb
B,261595,1,22,59,61,,261595,0,,00dd00,,,,,0,1,,"Andreas Cicerale",de
B,502734,1,22,59,61,,502734,0,,00dd00,,,,,0,1,,"Will Thornton (C) 8753",gb
B,627571,1,22,59,61,,627571,0,,00dd00,,,,,0,1,,"Nigel Field (B)",gb
B,737762,3,22,59,61,,737762,0,,00dd00,,,,,0,1,,"Tom Waddell",gb
B,22203,1,21,59,68,1,22203,0,,00dd00,,,,,0,1,,"Matt Hallett",gb
B,36027,1,21,59,68,2,36027,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Alexis  LOUGE ",fr
B,49294,1,21,59,68,,49294,0,"KISS RT",f56600,012350,84b7ca,,,36,1,,"Sonic The Hedgehog",gb
B,59136,2,21,59,68,,59136,0,ZRG,1bc1f1,5b5b5b,1bc1f1,,,1942,1,,"Daniel Valverde ",de
A,101396,1,21,59,22,3,101396,0,[DRAFT],ffffff,e60d2e,000000,,,1634,1,,"Ryan  Giuliano 🐲",us
C,135153,1,21,59,17,1,135153,0,,00dd00,,,,,0,1,,"David Wrottesley",gb
B,166047,1,21,59,68,,166047,0,BRT,ffffff,050505,ff8100,,,4,1,,"Dolph Meyer ",gb
B,259228,1,21,59,68,2,259228,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Benjamin Berthelsen",dk
B,302498,1,21,59,68,3,302498,0,,00dd00,,,,,0,1,,"Alexandre Filiatrault",ca
A,420979,1,21,59,22,2,420979,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Marco Girotti Race3R",it
B,606829,2,21,59,68,,606829,0,,00dd00,,,,,0,1,,"Richard Cawthraw",gb
B,776835,1,21,59,68,3,776835,0,ZOA,3fff5e,545050,000000,,,2709,1,,"Rilyn Mosbey",au
B,822214,2,21,59,68,,822214,0,,00dd00,,,,,0,1,,"Steve Shrubsall",gb
B,69128,1,20,59,78,3,69128,0,,00dd00,,,,,0,1,,"Raymond Beiler",us
B,88750,1,20,59,78,2,88750,0,,00dd00,,,,,0,1,,"Ollie Taylor2195",gb
B,121658,1,20,59,78,,121658,0,CyclingHub,f65000,00364a,ffffff,,,2635,1,,"Timothy Termont 💩",be
B,122908,4,20,59,78,,122908,0,,00dd00,,,,,0,1,,"Stuart Blackburn",gb-eng
A,167741,3,20,59,24,3,167741,0,BRT,ffffff,050505,ff8100,,,4,1,,"Olly Gray",gb
B,171940,1,20,59,78,,171940,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Ed Gurney",gb
C,199707,2,20,59,18,,199707,0,,00dd00,,,,,0,1,,"Pascal lanjouw",nl
B,235225,2,20,59,78,,235225,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Tom Morris HNCC",gb
B,298716,1,20,59,78,,298716,0,STW,ffffff,0073b7,ffffff,,,756,1,,"Phil Alcock",gb
B,318606,1,20,59,78,3,318606,0,,00dd00,,,,,0,1,,"Martin Sarauw",dk
A,430793,1,20,59,24,,430793,0,SAKARI,001dff,46ff00,31b6fc,,,1187,1,,"Tyson Wieland",us
A,505474,2,20,59,24,1,505474,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Max Bike INC",at
C,614163,2,20,59,18,,614163,0,,00dd00,,,,,0,1,,"Tom Milder",nl
B,889223,2,20,59,78,,889223,0,,00dd00,,,,,0,1,,"Arnaud Mlynarczyk1687",fr
B,906104,1,20,59,78,,906104,0,,00dd00,,,,,0,1,,"Jimmy Eidersten",se
C,968041,1,20,59,18,2,968041,0,,00dd00,,,,,0,1,,"Tamme Posthumus",nl
A,503,1,19,59,27,,503,0,,00dd00,,,,,0,1,,"Mike Swart",us
B,9079,1,19,59,88,2,9079,0,NFCC,fcfcfc,d40707,14ab1a,,,2291,1,,"Stewart Ward",gb
A,18289,1,19,59,27,,18289,0,TeamODZ,ff851b,111111,3c8dbc,,,7,1,,"Marc Lennox",ca
C,29379,1,19,59,21,3,29379,0,SPCC,00ffff,000000,cc0000,,,2964,1,,"Max Leinert",de
B,66410,1,19,59,88,3,66410,0,,00dd00,,,,,0,1,,"Øystein Løvholt",no
A,79239,2,19,59,27,2,79239,0,,00dd00,,,,,0,1,,"Igor Kopse",si
B,91269,3,19,59,88,,91269,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Jason Feltus🐹 RaceWBR ",gb
A,103766,2,19,59,27,1,103766,0,,00dd00,,,,,0,1,,"Holden Comeau",us
B,193909,1,19,59,88,,193909,0,,00dd00,,,,,0,1,,"y^o^ kai",jp
C,220793,1,19,59,21,,220793,0,,00dd00,,,,,0,1,,"Gary James ",gb
B,290872,1,19,59,88,,290872,0,,00dd00,,,,,0,1,,"Matt  Bonehill (Mammoth RT)",gb
B,301057,1,19,59,88,,301057,0,SSHG,ffffff,0197ff,757575,,,3203,1,,"Craig Jackson",za
C,309594,2,19,59,21,,309594,0,,00dd00,,,,,0,1,,"Ian Boydon",gb
B,331176,1,19,59,88,,331176,0,Sz,f3f300,0073b7,f3f300,,,32,1,,"Janne Jakobsson",se
B,566700,1,19,59,88,,566700,0,,00dd00,,,,,0,1,,"Michael Moynihan ZHR (B) ",ie
B,595081,1,19,59,88,1,595081,0,"FUSION ECT",ffffff,000000,ffffff,,,2854,1,,"Claus Nielsen",dk
B,805875,2,19,59,88,,805875,0,,00dd00,,,,,0,1,,"Geir Rasmussen",no
B,834154,1,19,59,88,,834154,0,AFC,ff0000,000000,cc0000,,,1405,1,,"Kevin Collins",us
A,66794,2,18,59,31,,66794,0,FinishStrong,ffffff,0073b7,ffffff,,,1740,1,,"Robby Parker",us
A,74916,2,18,59,31,,74916,0,Vision,ffffff,2ea9e0,000000,,,9,1,,"Guillaume Belgy",fr
B,108059,1,18,59,99,,108059,0,TugaZ,ffffff,ff1f00,33735b,,,2466,1,,"Ricardo Gama",pt
A,137577,2,18,59,31,2,137577,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Sean Vintin",au
C,163504,2,18,59,24,1,163504,0,Everyvélo,ffffff,050000,807f7f,,,2533,1,,"Dmytro Samsonov",ua
B,169798,1,18,59,99,,169798,0,,00dd00,,,,,0,1,,"Tim Norris",us
B,174902,1,18,59,99,,174902,0,"KSD Racing",ffffff,0073b7,ffffff,,,572,1,,"Kenny Kocarek",us
B,208201,1,18,59,99,,208201,0,,00dd00,,,,,0,1,,"Zachary Schuster",us
B,226723,1,18,59,99,,226723,0,,00dd00,,,,,0,1,,"Bartek Ksok",pl
C,294489,1,18,59,24,,294489,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Lieven Broekaert5704",be
B,472871,1,18,59,99,,472871,0,"ATHY WHEELERS",ffffff,0000ff,ff55b4,,,3092,1,,"Martin Cahill",ie
A,486179,1,18,59,31,,486179,0,,00dd00,,,,,0,1,,"Haydn Maughan",gb
B,488519,1,18,59,99,2,488519,0,"Team CLS",3d9970,ffffff,ffffff,,,1426,1,,"keith brown ",gb
B,519378,1,18,59,99,,519378,0,,00dd00,,,,,0,1,,"Chris S",de
C,566517,2,18,59,24,2,566517,0,,00dd00,,,,,0,1,,"Jez  Willows4744",gb
A,606652,1,18,59,31,1,606652,0,,00dd00,,,,,0,1,,"Jeppe Falk",dk
C,853213,1,18,59,24,,853213,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Mikolaj Mazur [TeamPL]",pl
B,870284,2,18,59,99,,870284,0,,00dd00,,,,,0,1,,"Marcus Ejeholt SZR B",se
B,5126,1,17,59,108,,5126,0,,00dd00,,,,,0,1,,"Big Mig",gb
C,20836,1,17,59,28,,20836,0,,00dd00,,,,,0,1,,"Wesley New",gb
B,54086,1,17,59,108,,54086,0,,00dd00,,,,,0,1,,"Markus Lihnell",se
B,98488,1,17,59,108,,98488,0,BRT,ffffff,050505,ff8100,,,4,1,,"Ryan Lawman ",gb
C,108645,1,17,59,28,1,108645,0,"Team CLS",3d9970,ffffff,ffffff,,,1426,1,,"Rune Endresen-Graneng",no
B,177491,1,17,59,108,,177491,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Sven De Schryver",be
C,235225,1,17,59,28,1,235225,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Tom Morris HNCC",gb
A,237172,3,17,59,36,,237172,0,,00dd00,,,,,0,1,,"Sam Wadsley",gb
B,309996,1,17,59,108,,309996,0,"Team Italy",dd4b39,ffffff,00a65a,,,588,1,,"R.Peloso (ITA) (B)",it
B,324219,1,17,59,108,,324219,0,KHD,f6fa45,0a0a0a,f72508,,,2179,1,,"Josh Mahlandt KHD B1",us
B,325425,1,17,59,108,,325425,0,BRC,ff0303,0073b7,ffffff,,,2902,1,,"Kim Fairhall [BRC] (C)",au
B,398376,1,17,59,108,,398376,0,,00dd00,,,,,0,1,,"Robert Brown",gb
B,432588,1,17,59,108,,432588,0,,00dd00,,,,,0,1,,"Hans Kropman 5527",nl
C,452076,1,17,59,28,,452076,0,,00dd00,,,,,0,1,,"Connor Mallon",ie
A,509565,1,17,59,36,2,509565,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Mathieu Decock",be
B,855984,2,17,59,108,,855984,0,"Team C&E",ffffff,0073b7,ffffff,,,2992,1,,"Glenny Hansen",dk
C,856694,1,17,59,28,1,856694,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Henrik  Ullerichs (DBR)",dk
B,883496,1,17,59,108,,883496,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Hugo Heitmeijer",nl
C,912900,2,17,59,28,,912900,0,DIRT,29ec34,563c0f,df6a0d,,,2707,1,,"Ryan Nice",us
C,943965,2,17,59,28,2,943965,0,,00dd00,,,,,0,1,,"Christoph Balke",de
C,3159,1,16,59,35,2,3159,0,,00dd00,,,,,0,1,,"Martin B",de
A,8566,1,16,59,38,,8566,0,ZHR,ff0000,03228c,03228c,,,1979,1,,"Greg Hagele",us
B,10050,1,16,59,119,,10050,0,,00dd00,,,,,0,1,,"Ivan Vukomanovic",gb-wls
C,25609,1,16,59,35,,25609,0,,00dd00,,,,,0,1,,"Ben Taylor",au
B,38212,1,16,59,119,,38212,0,BRT,ffffff,050505,ff8100,,,4,1,,"Graham Crockford",gb
A,54564,1,16,59,38,,54564,0,"[USC KIEL]",ffffff,006ffa,f71010,,,2845,1,,"Marco Sengstock ",de
B,94790,1,16,59,119,,94790,0,KST,ffffff,0073b7,ffffff,,,3052,1,,"Søren Larsen",dk
A,95991,1,16,59,38,2,95991,0,TugaZ,ffffff,ff1f00,33735b,,,2466,1,,"Ribeiros Bike Shop",pt
B,154946,1,16,59,119,,154946,0,,00dd00,,,,,0,1,,"Roel Goossens",nl
C,177839,1,16,59,35,2,177839,0,,00dd00,,,,,0,1,,"Jarle Steffensen",no
A,179435,1,16,59,38,3,179435,0,,00dd00,,,,,0,1,,"Zdenek Mejzlik",cz
A,183398,2,16,59,38,,183398,0,,00dd00,,,,,0,1,,"Andrej Zavbi",si
C,266166,1,16,59,35,2,266166,0,GRB17,ffffff,0073b7,ffffff,,,790,1,,"Marc Stirling",gb
B,425380,2,16,59,119,,425380,0,,00dd00,,,,,0,1,,"Marc Hancock",gg
B,461615,1,16,59,119,,461615,0,,00dd00,,,,,0,1,,"jason mant ",gb
B,486350,1,16,59,119,2,486350,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Jakub Stawowy",pl
C,599056,1,16,59,35,1,599056,0,RBR,ffffff,0073b7,ffffff,,,2200,1,,"Zack Solomon",us
B,679255,1,16,59,119,,679255,0,ZRG,1bc1f1,5b5b5b,1bc1f1,,,1942,1,,"Achim Buhse",de
C,763657,1,16,59,35,,763657,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Lar Hayden TFC (C)",ie
C,840637,1,16,59,35,2,840637,0,,00dd00,,,,,0,1,,"Kris  Fairfield",gb-nir
A,843100,1,16,59,38,3,843100,0,,00dd00,,,,,0,1,,"Ryan Morley",gb-wls
B,869802,1,16,59,119,,869802,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Patrick Allen HNCC",gb
B,935897,1,16,59,119,1,935897,0,Vikings,c2c2c2,0073b7,ee6331,,,90,1,,"Lasse Bjerkan",no
A,1130,1,15,59,44,2,1130,0,"Team R2",ff8700,000000,5cb0fc,,,41,1,,"Nico Wüstenfeld",de
A,1697,1,15,59,44,3,1697,0,,00dd00,,,,,0,1,,"David Janes Wheels of Dorset 6462",gb
B,5557,1,15,59,129,,5557,0,VC10,ffffff,ff0000,ffffff,,,2888,1,,"Ian Murray",
B,43941,1,15,59,129,1,43941,0,,00dd00,,,,,0,1,,"Jan Schütt",de
A,49421,1,15,59,44,,49421,0,VCM,ffffff,0073b7,ffffff,,,2038,1,,"Richard Unwin",gb
B,50001,1,15,59,129,,50001,0,,00dd00,,,,,0,1,,"Gareth Frankland",gb-eng
A,53921,1,15,59,44,,53921,0,,00dd00,,,,,0,1,,"il pinguino",gb
A,77990,3,15,59,44,2,77990,0,BRT,ffffff,050505,ff8100,,,4,1,,"Grahame Mckenzie[BRT]",gb
C,87153,1,15,59,42,3,87153,0,,00dd00,,,,,0,1,,"Ken Olav Jenssen",no
B,130597,2,15,59,129,2,130597,0,KLD,0073b7,ffffff,0073b7,,,2163,1,,"Dmitryi damynk",ru
C,131725,1,15,59,42,1,131725,0,,00dd00,,,,,0,1,,"Andrew Gibson",gb
A,161017,1,15,59,44,3,161017,0,CyclingHub,f65000,00364a,ffffff,,,2635,1,,"Quentijn Mulleneers 🍟",be
C,166929,1,15,59,42,3,166929,0,,00dd00,,,,,0,1,,"Jonathan Wilson",se
B,214359,1,15,59,129,,214359,0,"DIMB ",ffffff,0073b7,ffffff,,,1650,1,,"Jens 74",de
B,248557,1,15,59,129,,248557,0,,00dd00,,,,,0,1,,"Andy Barrie",
C,251865,1,15,59,42,2,251865,0,BRT,ffffff,050505,ff8100,,,4,1,,"Rüdiger Rheinbay",de
C,280650,1,15,59,42,,280650,0,,00dd00,,,,,0,1,,"Mark Price - CCC 2017",gb
A,286100,1,15,59,44,1,286100,0,Vision,ffffff,2ea9e0,000000,,,9,1,,"Tommi Martikainen",fi
B,366502,1,15,59,129,,366502,0,,00dd00,,,,,0,1,,"Art M.",ie
B,435664,1,15,59,129,,435664,0,,00dd00,,,,,0,1,,"Ivar Bjørdal",no
B,447202,1,15,59,129,,447202,0,"Triathlon team",ffffff,0073b7,ffffff,,,3099,1,,"Marc Marin226ers",zw
C,472933,1,15,59,42,,472933,0,,00dd00,,,,,0,1,,"Conor Lagan",ie
B,477634,2,15,59,129,,477634,0,,00dd00,,,,,0,1,,"Chris Raynor",gb
B,488894,1,15,59,129,,488894,0,,00dd00,,,,,0,1,,"Bratek M ",pl
A,517716,1,15,59,44,,517716,0,SLOVENIA,ffffff,95c447,ffffff,,,1963,1,,"Ziga Okorn",si
A,522589,1,15,59,44,1,522589,0,BRT,ffffff,050505,ff8100,,,4,1,,"Neil Linford-Relph [BRT] A1",gb
B,635764,1,15,59,129,,635764,0,,00dd00,,,,,0,1,,"Paul St-Arneault",ca
B,659834,1,15,59,129,,659834,0,,00dd00,,,,,0,1,,"Oliver Attinger1877",gb
C,675698,1,15,59,42,2,675698,0,,00dd00,,,,,0,1,,"Jonathan Edmondson",ca
A,679365,2,15,59,44,,679365,0,BRT,ffffff,050505,ff8100,,,4,1,,"David Crawford",gb
B,812244,1,15,59,129,1,812244,0,,00dd00,,,,,0,1,,"Paul Quinn",gb
B,897394,1,15,59,129,,897394,0,,00dd00,,,,,0,1,,"Tobias Högberg",se
B,912866,1,15,59,129,,912866,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Jarek Lewandowski",pl
B,12504,1,14,59,145,,12504,0,#MDM,ffffff,0073b7,ffffff,,,3106,1,,"steven edwards",gb
A,28466,1,14,59,54,,28466,0,"Team R2",ff8700,000000,5cb0fc,,,41,1,,"Thomas Jendrusch",de
B,36050,1,14,59,145,,36050,0,Vikings,c2c2c2,0073b7,ee6331,,,90,1,,"Vegard Thomassen [V]",no
A,72967,1,14,59,54,2,72967,0,ZRG,1bc1f1,5b5b5b,1bc1f1,,,1942,1,,"Carsten Künsken",de
B,100901,1,14,59,145,,100901,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Andrew Robinson TFC Racing",gb
C,124583,1,14,59,49,1,124583,0,"KISS RT",f56600,012350,84b7ca,,,36,1,,"Mike Szymanski",us
C,154262,2,14,59,49,,154262,0,,00dd00,,,,,0,1,,"jörgen lundberg 9893",se
C,168285,1,14,59,49,,168285,0,Utrecht,ffffff,0073b7,ffffff,,,2233,1,,"Sjoerd Wildschut 🚴 ",eu
A,182715,1,14,59,54,,182715,0,Sz,f3f300,0073b7,f3f300,,,32,1,,"Staffan Hopstadius",se
C,244636,1,14,59,49,,244636,0,,00dd00,,,,,0,1,,"Lloyd Maggs",gb
A,255358,1,14,59,54,1,255358,0,,00dd00,,,,,0,1,,"Dominik Harzheim",de
C,263599,1,14,59,49,2,263599,0,BRT,ffffff,050505,ff8100,,,4,1,,"Gavin Florence",
C,310864,1,14,59,49,3,310864,0,BRT,ffffff,050505,ff8100,,,4,1,,"Scott Williams BRT (C1)",gb
B,343779,1,14,59,145,,343779,0,SMC,ffffff,0073b7,ffffff,,,2460,1,,"Rene Nissen",dk
A,396968,1,14,59,54,3,396968,0,"Radteam Leoben",ffffff,8bd600,0190c8,,,1911,1,,"Werner Finger",at
B,519388,1,14,59,145,,519388,0,,00dd00,,,,,0,1,,"Bo Gordon",dk
A,689004,1,14,59,54,,689004,0,,00dd00,,,,,0,1,,"Mark Snickers2:9",gb
B,762011,1,14,59,145,,762011,0,,00dd00,,,,,0,1,,"Martin Faucher",ca
C,801696,1,14,59,49,,801696,0,,00dd00,,,,,0,1,,"Bradley Howard",il
B,823687,1,14,59,145,,823687,0,,00dd00,,,,,0,1,,"Gabriel Mesaric",hr
C,845268,1,14,59,49,,845268,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Michal Walczak [Team PL]",pl
B,893361,1,14,59,145,,893361,0,,00dd00,,,,,0,1,,"Sasa S 9327",cz
A,4641,1,13,59,60,1,4641,0,"Team AM",ffffff,0073b7,ffffff,,,2065,1,,"Tom Burke",us
B,7209,1,13,59,153,,7209,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Jamie Bishop",gb
C,12164,1,13,59,57,2,12164,0,WattFest,000000,228b22,32cd32,,,3093,1,,"Fritz  Hartman",us
A,32290,1,13,59,60,,32290,0,"Vodka ",ffffff,0073b7,ffffff,,,3326,1,,"Ruben Larsen",dk
B,40142,1,13,59,153,,40142,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Patrick Maher",gb
C,42140,1,13,59,57,,42140,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Francisco Zapata   16old ",es
C,44323,1,13,59,57,1,44323,0,YKR,ffff00,0094ff,01b7a8,,,2394,1,,"Dash Hansom",gb
A,49551,1,13,59,60,1,49551,0,,00dd00,,,,,0,1,,"Dan Fleeman (DigDeepCoaching.com)",gb
B,80372,1,13,59,153,,80372,0,,00dd00,,,,,0,1,,"Scott Ramsey - UCY",gb-wls
A,115080,1,13,59,60,,115080,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Koen Van Geyt",be
A,173997,1,13,59,60,,173997,0,ZESP,000000,fabd00,ad1519,,,2146,1,,"Luisete ",es
C,175425,1,13,59,57,,175425,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Jackie Løvkvist Kjelsmark",dk
A,187981,2,13,59,60,2,187981,0,,00dd00,,,,,0,1,,"James Waugh",gb
B,195440,1,13,59,153,,195440,0,BRT,ffffff,050505,ff8100,,,4,1,,"M. Mageean [BRT]",gb-nir
B,241461,2,13,59,153,,241461,0,,00dd00,,,,,0,1,,"Benson Hetu14618705",ca
C,241787,1,13,59,57,3,241787,0,"Team CLS",3d9970,ffffff,ffffff,,,1426,1,,"Kris Painter",gb
B,244287,1,13,59,153,,244287,0,,00dd00,,,,,0,1,,"Jørgen Sollie",no
C,247595,2,13,59,57,,247595,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Andy Hardy HNCC",gb
B,306533,1,13,59,153,,306533,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"James McPherson",gb
C,407455,1,13,59,57,,407455,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Robert Dudziu TeamPL ",pl
C,479318,1,13,59,57,2,479318,0,,00dd00,,,,,0,1,,"Mark Jenkins",us
A,493139,1,13,59,60,,493139,0,,00dd00,,,,,0,1,,"Jonas Pettersson",se
B,502399,1,13,59,153,,502399,0,,00dd00,,,,,0,1,,"Martin Jansky ",cz
C,506586,2,13,59,57,,506586,0,,00dd00,,,,,0,1,,"Carl Svensson",se
B,517662,1,13,59,153,3,517662,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Jason Smith RACEWBR",gb
B,538337,1,13,59,153,,538337,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Johnny Kjærgaard DBR",dk
C,539301,1,13,59,57,3,539301,0,,00dd00,,,,,0,1,,"KAREN WAGNER",gb
C,575233,1,13,59,57,,575233,0,,00dd00,,,,,0,1,,"C Mackintosh",gb-sct
C,581967,1,13,59,57,,581967,0,,00dd00,,,,,0,1,,"Gie Greeven",be
A,583611,1,13,59,60,3,583611,0,,00dd00,,,,,0,1,,"Lucas Rishoej",dk
C,622675,1,13,59,57,,622675,0,,00dd00,,,,,0,1,,"Nils Berget",no
D,696310,2,13,59,1,1,696310,0,Vixen/Fox,7409a6,f79d4b,ffffff,,,1940,1,,"Susan Shafer 8461",us
B,921790,1,13,59,153,,921790,0,,00dd00,,,,,0,1,,"Diego de Freitas",fr
C,6483,1,12,59,70,1,6483,0,BRT,ffffff,050505,ff8100,,,4,1,,"Mike Preece",gb
A,15354,1,12,59,68,3,15354,0,"Team X",f5f7f6,111111,00a65a,,,2,1,,"Jokim Pluijmers",nl
B,45717,1,12,59,164,,45717,0,,00dd00,,,,,0,1,,"Graham Campbell",
A,53043,1,12,59,68,2,53043,0,DeCC,ffffff,0073b7,ffffff,,,2468,1,,"Jacob Skovsgaard",dk
B,63446,1,12,59,164,,63446,0,,00dd00,,,,,0,1,,"Jan Jensik",cz
C,70573,1,12,59,70,,70573,0,SWOZR,ffffff,0073b7,ffffff,,,2971,1,,"Benjamin Dobie",ca
B,79648,1,12,59,164,,79648,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Christian Mogensen",dk
A,95589,1,12,59,68,,95589,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Rob Wood",gb
A,123836,1,12,59,68,,123836,0,"KISS RT",f56600,012350,84b7ca,,,36,1,,"Dafydd Williams",gb-wls
B,137859,2,12,59,164,3,137859,0,,00dd00,,,,,0,1,,"Thomas Gadsden",gb
B,148938,1,12,59,164,,148938,0,,00dd00,,,,,0,1,,"Nicholas Frost",us
C,189375,1,12,59,70,3,189375,0,,00dd00,,,,,0,1,,"Joseph Holmes",gb
B,215976,1,12,59,164,,215976,0,,00dd00,,,,,0,1,,"Adam Karlsson",se
B,284495,1,12,59,164,1,284495,0,,00dd00,,,,,0,1,,"Matthias Runge",de
B,293471,1,12,59,164,,293471,0,HRC,ffffff,000000,fa3636,,,3165,1,,"Kim Laursen",dk
C,332013,1,12,59,70,,332013,0,,00dd00,,,,,0,1,,"Paul Hewes",us
C,368568,1,12,59,70,1,368568,0,"Team ECZ",fffdfd,0073b7,ffb700,,,3107,1,,"Sam Park",nz
A,381742,1,12,59,68,,381742,0,BRT,ffffff,050505,ff8100,,,4,1,,"Zaren Templeton",gb
B,393427,1,12,59,164,,393427,0,MDCC,ffffff,0073b7,ffffff,,,843,1,,"Tris Tan",gb
B,437795,1,12,59,164,,437795,0,Vikings,c2c2c2,0073b7,ee6331,,,90,1,,"Staale Elshaug",no
A,444573,1,12,59,68,2,444573,0,Sz,f3f300,0073b7,f3f300,,,32,1,,"Jesper Svensson",se
B,457942,1,12,59,164,,457942,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Vince Van Gestel",be
A,465473,1,12,59,68,3,465473,0,,00dd00,,,,,0,1,,"Matthew Wales",gb-eng
A,478668,1,12,59,68,,478668,0,,00dd00,,,,,0,1,,"Graham Spicer",us
B,493563,1,12,59,164,,493563,0,"ZOSS VOG",ffffff,000000,ffffff,,,2153,1,,"José Manuel (ZOSS VOG team)",pt
A,519597,1,12,59,68,,519597,0,MTCT,040312,9cb2e8,d4e60d,,,120,1,,"Bernhard Gschaider",at
D,536226,2,12,59,2,1,536226,0,,00dd00,,,,,0,1,,"Paul Dickinson",gb
