category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums
C,1,20,BRT,4,ffffff,050505,ff8100,Melisande Reade,ie,540242,
C,1,20,DBR,1986,ffffff,eb7b2a,ffffff,Charles Lydersen,dk,78930,
C,1,20,,0,00dd00,,,Gareth Self  ,gb,122854,
C,1,20,,0,00dd00,,,Cory Kestner,us,92202,
C,2,20,,0,00dd00,,,andreas DAVDA,gb,1055494,
C,1,20,,0,00dd00,,,Darren Bowen,gb-wls,33606,
C,1,18,,0,00dd00,,,Kenneth Hyldtoft,dk,991710,
C,1,18,Ely,3334,ccff00,000000,e60505,Mark Mathews,gb,103551,
C,1,18,,0,00dd00,,,Jarle Steffensen,no,177839,
C,1,18,,0,00dd00,,,chun cho,gb-wls,833942,
C,1,18,Team Poland,25,ffffff,ff1800,ff0000,Jakub Kozak,pl,848189,
C,1,18,BRT,4,ffffff,050505,ff8100,Jamie(Jim)  Connally,us,251879,
C,1,18,,0,00dd00,,,Andre van der Wouw,nl,843808,
C,1,16,DBR,1986,ffffff,eb7b2a,ffffff,Soren Hyldegaard,dk,239038,
C,1,16,,0,00dd00,,,Julien Huguet,fr,834363,
C,1,16,,0,00dd00,,,Chris Quinn,ie,50007,
C,1,16,,0,00dd00,,,cedric devillet 2558,be,650601,
C,1,16,,0,00dd00,,,Jacoby Allen,us,923915,
C,1,16,,0,00dd00,,,Eric BMC,ca,920288,
C,1,14,,0,00dd00,,,Daniel Turner5942,gb,329956,
C,1,14,Vikings,90,c2c2c2,0073b7,ee6331,Espen Solbakken,no,179870,
C,1,14,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Sebastian Zenker,de,898995,
C,1,14,,0,00dd00,,,S ean Kelly,ie,5049,
C,1,14,,0,00dd00,,,Markus Huebner,de,241655,
C,1,14,Foudre &#9889;&#65039;,2898,ffffff,81b9e8,ffffff,Pascal Lopez IronTri,fr,404188,
C,1,14,,0,00dd00,,,mark henderson2087,gb,204695,
C,2,13,,0,00dd00,,,Paul Williams,gb-wls,692888,
C,1,12,,0,00dd00,,,Jon Simpson,gb,808813,
C,1,12,HachieCycle,2594,4a1919,46b700,1e78cc,Ted Saltzman,us,271704,
C,1,12,,0,00dd00,,,Nicolas Robert,be,503701,
C,1,12,,0,00dd00,,,Graeme MacDonald9802,gb,805612,
C,1,12,,0,00dd00,,,Darren Parr,gb,889762,
C,1,12,,0,00dd00,,,Ralphonso Percivalli,gb-sct,814196,
C,1,11,DBR,1986,ffffff,eb7b2a,ffffff,Elliott Jack parsons(DBR),dk,53657,
C,1,10,Team Poland,25,ffffff,ff1800,ff0000,Miko&#322;aj Wojtkowiak,pl,974741,
C,1,10,,0,00dd00,,,Stuart Thompson (VC St Raphael),gb-eng,384383,
C,1,10,,0,00dd00,,,James Russell,gb,617652,
C,1,10,TFC,10,111111,f3f300,111111,Jamie Fox ,gb,454725,
C,1,10,,0,00dd00,,,Michael Laursen7985,dk,851321,
C,1,10,,0,00dd00,,,Ben   Hadwin,gb,959310,
C,1,10,,0,00dd00,,,JEAN MICHEL LAFORGUE5466,fr,1104070,
C,1,10,GRB17,790,ffffff,0073b7,ffffff,Phil Bennett,gb-eng,161634,
C,1,9,,0,00dd00,,,D. Shaw,gb,16781,
C,1,9,ZESP,2146,000000,fabd00,ad1519, RubenRR ,es,283964,
C,1,8,,0,00dd00,,,Michael Grenda,au,43887,
C,1,8,,0,00dd00,,,Jan Roerink,nl,315696,
C,1,8,,0,00dd00,,,Even Sylta,no,428227,
C,1,8,,0,00dd00,,,Jo Biffin,gb,686668,
C,1,8,,0,00dd00,,,Max Norman ,gb,1038228,
C,1,8,,0,00dd00,,,Lee Barber,gb,250163,
C,1,7,Race3R,791,000000,2bc3f4,ffffff,Paul Engler,us,82743,
C,1,7,,0,00dd00,,,Lars Wabakken,no,530340,
C,1,6,,0,00dd00,,,Chris Harris,us,1020772,
C,1,6,,0,00dd00,,,steve doucette,ca,1038557,
C,1,6,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Christian Bonnekessel,de,840737,
C,1,6,,0,00dd00,,,Joris van Veen,be,336569,
C,1,6,,0,00dd00,,,Robert Gynn3979,gb,90574,
C,1,6,,0,00dd00,,,Stephan Gonze ,be,981981,
C,1,5,,0,00dd00,,,Pauly Geee (CMCC),gb,814813,
C,1,5,PIK,2746,875151,0073b7,ffffff,Michel Butter,nl,420657,
C,1,5,,0,00dd00,,,Simon Bartlet,gb,664390,
C,1,4,,0,00dd00,,,Marko Niederheide9469,de,601425,
C,1,4,,0,00dd00,,,Jonathan Smith,gb,785737,
C,1,4,,0,00dd00,,,Wade Wilson,us,84455,
C,1,4,,0,00dd00,,,Matt Forrest3442,gb-eng,953200,
C,1,3,,0,00dd00,,,Piotr Blach,pl,619412,
C,1,3,ALSACE &#127470;&#127465;,3835,ffffff,0073b7,ffffff,Pierre  S.  #ALSACE,fr,1021097,
C,1,3,,0,00dd00,,,Jason Porte,us,451949,
C,1,3,,0,00dd00,,,Ole Kallehave,dk,1150508,
C,1,2,,0,00dd00,,,Luis Canosa,gb,931871,
C,1,2,,0,00dd00,,,Lars Pauschert,de,879173,
D,6,77,BRT,4,ffffff,050505,ff8100,Michael Cruz [BRT],us,13789,gold gold gold silver silver
D,4,28,BRT,4,ffffff,050505,ff8100,Julian Hudson(TIS),ca,92276,bronze
D,2,22,,0,00dd00,,,Thomas Parke,ie,402050,silver bronze
D,1,19,,0,00dd00,,,Philip Helm,dk,574862,gold
D,1,19,,0,00dd00,,,Ashley Hunter1706,gb,1024088,gold
D,2,18,BRT,4,ffffff,050505,ff8100,David Claydon 9607,gb,850893,bronze
D,1,16,Team Poland,25,ffffff,ff1800,ff0000,Marcin Zub,pl,272699,silver
D,2,14,,0,00dd00,,,William Hearn,gb,396056,silver bronze
D,1,14,,0,00dd00,,,C Bess ,us,344825,bronze
D,1,14,,0,00dd00,,,Graeme Tulloch,gb,994995,bronze
D,1,14,Team Poland,25,ffffff,ff1800,ff0000,Tomasz Chrzanowski,pl,472522,bronze
D,1,11,Team Italy,588,dd4b39,ffffff,00a65a,Francesco Giannini,it,276615,gold
D,1,10,TeamNL,2281,ffffff,ffa500,ffa500,Henk Wijlhuizen  ,nl,538567,
D,1,10,,0,00dd00,,,Joachim Hjermundrud,no,1056751,
D,1,8,,0,00dd00,,,Thomas Possien,us,174575,silver
D,1,8,ZHR,1979,ff0000,03228c,03228c,Neil Fitton,gb,46005,
D,1,8,,0,00dd00,,,Ashley Teagle,gb-eng,988994,silver
D,1,8,,0,00dd00,,,Krister Aalto,se,459421,
D,1,8,TFC,10,111111,f3f300,111111,Antony Raf,gr,955458,silver
D,1,8,,0,00dd00,,,Alex Diaz,pr,408631,
D,1,6,Hitchin Nomads,2722,ffffff,0073b7,ffffff,Matthew Jones (Team MGS),gb,60730,
D,1,6,,0,00dd00,,,Jeff Kruit,nl,896639,bronze
D,1,4,,0,00dd00,,,Martin Scudder,gb,828987,
D,1,4,Hitchin Nomads,2722,ffffff,0073b7,ffffff,Paul Riley,gb,126357,
D,1,4,,0,00dd00,,,Stuart Hardie,gb-eng,1047627,
D,1,3,Team Italy,588,dd4b39,ffffff,00a65a,Ciro                        Sandullo (ITA)5322,it,1038774,
D,1,2,,0,00dd00,,,. CinnabunMark.,gb,936172,
