category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums
A,1,20,,0,00dd00,,,Marcus Dey,gb,911828,
A,1,20,TTU,2944,ffffff,0073b7,ffffff,Johan Backstr&ouml;m,se,913228,
A,1,19,Vision,9,ffffff,2ea9e0,000000,Tommi Martikainen,fi,286100,gold
A,1,18,Vision,9,ffffff,2ea9e0,000000,Jens Frede Rasmussen,dk,42327,
A,1,18,TOR,2743,ffffff,0073b7,ffffff,Josh Gray,gb,23705,
A,1,18,Team France,574,dd4b39,ffffff,0073b7,PIERRE PRALONG 8434,fr,594867,
A,1,18,Erdinger ,2327,ffffff,0073b7,ffffff,Tom Vickery (Erdinger Alkoholfrei),gb,11832,
A,1,18,,0,00dd00,,,Graham Askew (CCAshwell),gb,78312,
A,3,17,BRT,4,ffffff,050505,ff8100,Jamie.Smith[B/A] [BRT],gb,401751,
A,1,16,BRT,4,ffffff,050505,ff8100,Sean Casson,gb,161615,
A,1,16,Dutch Racing,3751,121212,fc6719,121212,Wouter Sybrandy,nl,2021,silver
A,2,16,,0,00dd00,,,Greg Herbert,gb,158166,bronze
A,1,16,TeamNL,2281,ffffff,ffa500,ffa500,Eddy Zweerink,nl,941152,
A,1,16,Foudre &#9889;&#65039;,2898,ffffff,81b9e8,ffffff,flo [F&#9889;],fr,985915,
A,1,16,Team Italy,588,dd4b39,ffffff,00a65a,Richard Colombo,it,900098,
A,1,16,BRT,4,ffffff,050505,ff8100,Darryl Carter&#9889;&#65039;,gb,281491,silver
A,1,16,BRT,4,ffffff,050505,ff8100,James McCormick,gb,171442,
A,1,16,Team SUI,391,ffffff,ff0017,ffffff,Rene Mrazek,ch,77016,
A,1,14,,0,00dd00,,,Bevan Jones,gb,841744,
A,1,14,BOXFISH,2943,ffffff,0073b7,ffffff,Nigel Clarke &#128033;,gb,152802,bronze
A,1,14,,0,00dd00,,,Otto Nebel,us,394853,
A,1,14,,0,00dd00,,,Christopher Dame &#129354;,us,153464,
A,1,12,,0,00dd00,,,Aleksander Federici,no,468148,
A,1,12,,0,00dd00,,,Vivien Godefroy,fr,894156,
A,1,12,TeamNL,2281,ffffff,ffa500,ffa500,Jeroen Kniep,nl,506438,
A,1,12,,0,00dd00,,,Cliff Cunningham (BRT) ,gb,194515,
A,1,12,,0,00dd00,,,Arjen Eggink,nl,943930,
A,1,12,BMPRO,3343,120303,ffff00,2b0a0a,Michael Rudolph,de,541659,
A,1,10,,0,00dd00,,,Hugo Ruiter,nl,187574,
A,2,10,Race3R,791,000000,2bc3f4,ffffff,Mark Terris ,im,767588,gold
A,2,10,,0,00dd00,,,Richard Horne,gb-wls,851941,
A,1,10,TeamNL,2281,ffffff,ffa500,ffa500,Jeroen Wellner,nl,44582,
A,1,10,BRT,4,ffffff,050505,ff8100,Steve Stellings,gb,163282,
A,1,10,,0,00dd00,,,Juha-Matti Halonen,fi,69680,
A,1,10,,0,00dd00,,,Mario Chipolata,no,129273,
A,1,8,Vikings,90,c2c2c2,0073b7,ee6331,Lasse Bjerkan  [V],no,935897,
A,1,8, 1D,3265,faf8f8,7a4988,000000,Jeroen Blondeel,be,381944,
A,1,8,N&auml;ssj&ouml;Ck,2829,ffffff,0073b7,ffffff,Fredrik Ottosson,se,112611,
A,1,8,NFCC,2291,fcfcfc,d40707,14ab1a,Phillip G,gb,161402,
A,1,8,NUTRIXXION,2244,ffffff,000000,00fa27,R&uuml;diger Grosch,de,14064,
A,1,8,BRT,4,ffffff,050505,ff8100,Alexander Chatzakis [BRT]&#9889;&#65039;| &#127946;&#127997;&zwj;&#128692;&#127997;&zwj;&#127939;&#127997;70.3| &#127475;&#127473;&#127468;&#127479;,nl,496345,
A,1,7,,0,00dd00,,,Tim Kniep 8737,nl,694829,
A,1,6,Vikings,90,c2c2c2,0073b7,ee6331,Joep Spruit,no,83003,
A,1,6,_OneLove,1915,ffffff,f012be,f012be,Adam Webb &#128024;,gb,146251,
A,1,6,,0,00dd00,,,Skovde 30K_5,se,917153,
A,1,6,VelociT,1071,ffffff,0073b7,ffffff,Eirik Haslestad,no,88959,
A,1,6,RACC,3937,300c0c,000000,ffffff,Andrew Burton (RACC) (C),gb,863671,
A,1,6,,0,00dd00,,,Christiaan Stange,ca,452001,
A,1,5,,0,00dd00,,,&Oslash;ystein L&oslash;vholt,no,66410,
A,1,5,TeamNL,2281,ffffff,ffa500,ffa500,Kees Kunkeler,nl,898087,
A,1,5,SAS Cycle Club,1348,ffffff,236192,236192,Vyku Pitel,cz,90354,
A,1,4,KirchmairCycling,2991,210606,f2e80d,000103,alm0st.fast (KC) ,de,458147,
A,1,4,Team Italy,588,dd4b39,ffffff,00a65a,Pasquale Sanvitale,it,850868,
A,1,4,,0,00dd00,,,Felix Graf,at,977242,
A,1,4,,0,00dd00,,,Karl Moseley ZHR F ,gb,935927,
A,1,3,,0,00dd00,,,Andy Welsh,gb,537622,
A,1,3,,0,00dd00,,,Ani @ani.new ,at,897512,
B,6,176,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Achim Buhse,de,679255,silver silver silver silver
B,4,94,BRT,4,ffffff,050505,ff8100,Andrew Tapley,gb,145450,bronze
B,8,82,,0,00dd00,,,Christoph Balke,de,943965,
B,3,82,,0,00dd00,,,Julian Harper,gb,825197,
B,4,79,,0,00dd00,,,Brent Letson (B),au,35408,gold
B,2,60,Vikings,90,c2c2c2,0073b7,ee6331,Vegard Thomassen [V],no,36050,
B,2,51,,0,00dd00,,,Marco van den Heuvel,nl,418761,gold
B,2,50,,0,00dd00,,,A. Pilo,gb,39553,bronze
B,1,43,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Die Buffetfraese www.radlblog.de ZRG,de,207016,gold
B,2,42,,0,00dd00,,,Niklas  Greeven [Edelhelfer],de,325005,bronze
B,1,40,SoCo,3724,ffffff,0073b7,ffffff,Joel Brown,us,8151,silver
B,1,38,,0,00dd00,,,Jan Thrun,de,249691,bronze
B,1,35,Vikings,90,c2c2c2,0073b7,ee6331,Arne Danielsen [V],no,65053,gold
B,1,35,BRT,4,ffffff,050505,ff8100,Phil Donnelly  [BRT],gb,514370,gold
B,1,35,,0,00dd00,,,Rob Hussey1259,gb,979668,gold
B,1,32,,0,00dd00,,,Ryan Smith Army Tri,gb,1109797,silver
B,1,32,DBR,1986,ffffff,eb7b2a,ffffff,lasse berghof  [DBR],dk,169034,silver
B,1,30,Vikings,90,c2c2c2,0073b7,ee6331,Francis Paulin,no,90311,bronze
B,1,30,,0,00dd00,,,.Hi its Alex (FastFitness.Tips),gb,47201,
B,1,30,DBR,1986,ffffff,eb7b2a,ffffff,Christopher Lindskjold,dk,127887,bronze
B,1,28,PTz,1,ffffff,403d3a,e3680f,Norbert Wislsperger,de,18630,
B,1,28,Vikings,90,c2c2c2,0073b7,ee6331,Robert Birkevaag (V) B2,no,80036,
B,1,28,Sz,32,f3f300,0073b7,f3f300,Carl Hagstr&ouml;m,se,571449,
B,1,28,,0,00dd00,,,Craig Robertson,gb-sct,192202,
B,1,27,Innovation,975,000000,52ff33,000000,Chris Orgill CRC LFCC,gb-eng,181867,gold
B,1,26,Persis Team,911,ffffff,0073b7,ffffff,Tim Fleckenstein,de,48410,
B,2,26,BRT,4,ffffff,050505,ff8100,Francisco Arce BRT,za,652272,
B,1,26,CYKELMAGASINET,2127,0f0f0f,36a7eb,0f0303,Morten P (Gentofte CC),dk,171186,
B,2,26,,0,00dd00,,,ian Wroblewski Lutterworth CCRT,gb,269379,
B,4,26,,0,00dd00,,,Colin Gray NPCC ,gb,586569,
B,2,26,,0,00dd00,,,Takumi Itsusaki,jp,78696,
B,1,26,,0,00dd00,,,Boris Pungartnik ,si,831900,
B,1,26,,0,00dd00,,,David Sharp,gb,482773,
B,1,24,,0,00dd00,,,Greg Foley ,ie,1025459,
B,1,24,,0,00dd00,,,Knut Sindre M&oslash;lmen6351,no,905436,silver
B,1,24,Vixen/Fox,1940,7409a6,f79d4b,ffffff,L.S,gb,245625,
B,1,24,,0,00dd00,,,Sadiq Mir ,gb-sct,164722,
B,1,24,Sz,32,f3f300,0073b7,f3f300,John S&ouml;derquist,se,746996,
B,1,24,TPA,1849,ffffff,0073b7,001100,Paddyatrick Adams,gb,50735,
B,1,22,,0,00dd00,,,Nick Evans,gb-wls,218451,
B,1,22,Team France,574,dd4b39,ffffff,0073b7,Olivier Ferriot,fr,870946,bronze
B,1,22,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Stefan Prestel,de,161695,
B,1,22,,0,00dd00,,,Sebastien Wolfe7389,ca,786417,
B,2,22,STW,756,ffffff,0073b7,ffffff,Gary McCabe,,201045,
B,1,22,,0,00dd00,,,Peter Kjeld,dk,2864,
B,1,22,,0,00dd00,,,Andy Irons,gb-eng,189009,
B,1,20,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Torben Rohlfs,de,859290,
B,1,20,,0,00dd00,,,James Heal,gb,599380,
B,1,20,TeamNL,2281,ffffff,ffa500,ffa500,Dennis Bruining,nl,281096,
B,1,20,,0,00dd00,,,Julien Ducamp,fr,346959,
B,1,20,,0,00dd00,,,Fran&ccedil;ois Magada,ch,956466,
B,2,18,BRT,4,ffffff,050505,ff8100,Jessica Hamilton,nz,653395,
B,1,18,,0,00dd00,,,Andreas Jonare,se,899992,
B,1,18,,0,00dd00,,,Dick Zwarthoed ,nl,448461,
B,1,18,TFC,10,111111,f3f300,111111,Andrew Robinson TFC Racing,gb,100901,
B,1,18,BRT,4,ffffff,050505,ff8100,Scott Main [BRT],gb-sct,1002910,
B,1,18,,0,00dd00,,,Murray ,gb,487003,
B,1,18,,0,00dd00,,,Franky Hoste1132,be,832157,
B,2,18,,0,00dd00,,,Peter Steenbergen,nl,950985,bronze
B,1,16,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Tim Jarvis,gb-eng,905247,
B,1,16,,0,00dd00,,,Neil Fearn,gb,671848,
B,6,15,BRT,4,ffffff,050505,ff8100,Art Pacione [BRT],us,112213,
B,3,15,BRT,4,ffffff,050505,ff8100,Greg Carpenter [BRT],au,135801,
B,2,14,PACK,2928,ffffff,000000,ff6600,Shawn Gerber (PACK) &#127482;&#127480;,us,913678,
B,1,14,BZR cycling team,35,f3f300,111111,dd4b39,Simon Van Herreweghe,be,45081,
B,1,14,,0,00dd00,,,Terry Flynn,gb,397987,
B,1,14,DBR,1986,ffffff,eb7b2a,ffffff,Kristian Vollertsen,dk,867040,
B,1,14,,0,00dd00,,,Jack Turner,gb,108026,
B,1,12,,0,00dd00,,,Marc Hancock,gg,425380,
B,1,12,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,marco klages,de,237259,
B,1,12,,0,00dd00,,,D Cowperthwaite,ca,244897,
B,1,12,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Steffen Rudat,de,51898,
B,1,12,,0,00dd00,,,Bas Immerzeel-BOB,nl,863797,
B,1,10,Race3R,791,000000,2bc3f4,ffffff,Jason Smith RACEWBR,gb,517662,
B,1,10,Race3R,791,000000,2bc3f4,ffffff,Jason Feltus&#128057; Race3R ,gb,91269,
B,4,9,BRT,4,ffffff,050505,ff8100,Rich Smith BRT,gb-eng,831926,silver
B,1,9,,0,00dd00,,,Sandro 1304612,it,273236,
B,1,8,,0,00dd00,,,Steve Bretnall ,gb,305017,
B,1,8,,0,00dd00,,,Kristin Stolpe,se,135921,
B,1,8,,0,00dd00,,,Fourneaux Romain,fr,890861,
B,1,8,,0,00dd00,,,Neil Hillier,gb,277761,
B,1,7,BRT,4,ffffff,050505,ff8100,Patch Harvey [BRT],gb,88086,
B,1,7,,0,00dd00,,,Shane OHara,ie,63726,
B,1,7,NFCC,2291,fcfcfc,d40707,14ab1a,Stewart Ward,gb,9079,
B,1,7,,0,00dd00,,,Simon Carson,gb,67881,
B,1,7,,0,00dd00,,,John Sheridan,ie,368328,
B,1,7,,0,00dd00,,,Stephen Busuttil,au,805624,
B,1,6,BZR cycling team,35,f3f300,111111,dd4b39,jiri slagmeulder,be,38433,
B,1,6,Team BDC,2092,fdfdfc,7d7b7b,f38907,Luca Bellini [BDC],it,553926,
B,1,6,,0,00dd00,,,1 KATO1884,pl,241662,
B,1,6,,0,00dd00,,,Per Tumlin,se,318453,
B,1,5,,0,00dd00,,,Bruno HULIN,fr,199743,
B,1,5,,0,00dd00,,,Terry Dodsworth,gb-eng,163762,
B,1,5,BRT,4,ffffff,050505,ff8100,Matthew Clay [BRT],us,896150,
B,1,4,MNR,2909,ffffff,c90606,c90606,Paul Modern,gb,393734,
B,1,4,,0,00dd00,,,&Oslash;ystein Garshol,no,36303,
B,1,3,,0,00dd00,,,Matthew Newell,eu,815310,
B,1,3,,0,00dd00,,,Maximilian Labe,de,285854,
B,1,3,,0,00dd00,,,jason swenson,us,109932,
B,1,3,,0,00dd00,,,Lev Roskar,si,859923,
B,1,2,,0,00dd00,,,victor mikalyuk,ru,973222,
C,6,73,BRT,4,ffffff,050505,ff8100,Jez  Willows,gb,566517,gold gold bronze bronze
C,3,68,,0,00dd00,,,Fabio Manzi [3980],it,463373,silver silver
C,2,40,,0,00dd00,,,Gerald-Friedrich Uckerz,de,917529,silver silver
C,1,35,,0,00dd00,,,Wieland Liebmann,de,469129,gold
C,2,32,,0,00dd00,,,Tony Douglass,gb,835207,bronze
C,2,31,,0,00dd00,,,Darren Stanley,gb-eng,930886,gold
C,1,30,,0,00dd00,,,Herbert Schwendinger9429,at,886433,bronze
C,1,28,BRT,4,ffffff,050505,ff8100,Ashley Howell BRT,gb,44361,
C,1,27,,0,00dd00,,,wayne Barrett,gb,1001779,gold
C,1,26,,0,00dd00,,,Jon Simpson,gb,808813,
C,1,24,ZHR,1979,ff0000,03228c,03228c,David Hird,gb-eng,416933,
C,1,22,,0,00dd00,,,Jezz Ellis,gb-eng,10560,
C,2,20,BRT,4,ffffff,050505,ff8100,Melisande Reade,ie,540242,
C,1,20,,0,00dd00,,,thomas mccoy TIGR,,625859,
C,1,20,Team X,2,f5f7f6,111111,00a65a,Julien Beijer ,nl,40315,
C,1,20,EWCC,2961,000000,ffff33,e47200,Jude Anthonisz,gb,157769,
C,1,19,,0,00dd00,,,M.Koo,nl,907462,gold
C,1,19,BRT,4,ffffff,050505,ff8100,Allison Held BRT Hellcatz ,gb,48061,gold
C,1,19,,0,00dd00,,,Matthias Kunz6851,de,1021428,gold
C,1,18,,0,00dd00,,,Gordon Finlayson,gb-sct,684617,
C,1,18,,0,00dd00,,,Christian Wierup,se,901923,
C,1,16,,0,00dd00,,,JENS PETER,de,102614,silver
C,1,16,BRT,4,ffffff,050505,ff8100,Meint Verhoeff,nl,185802,silver
C,1,16,,0,00dd00,,,oishii curry,jp,1129702,
C,1,16,,0,00dd00,,,Barron Clancy,us,173642,
C,1,14,,0,00dd00,,,Graham Wedeven,us,292957,bronze
C,1,14,,0,00dd00,,,Shawn Smith,au,6734,bronze
C,1,14,,0,00dd00,,,Alastair Waller,gb,262613,
C,1,12,,0,00dd00,,,Carl Edgar,gb-wls,106292,
C,1,12,,0,00dd00,,,Chris Benson,gb-eng,387437,
C,1,12,,0,00dd00,,,Martin Kelly,,980907,
C,1,12,BRT,4,ffffff,050505,ff8100,Des Mooney,se,426385,
C,1,12,BRT,4,ffffff,050505,ff8100,Sue McCormick BRT Hellcatz ,gb,552993,
C,1,10,,0,00dd00,,,Dirk de Vree,nl,569987,
C,1,10,,0,00dd00,,,T  &Ouml;stebo,se,809737,
C,1,10,ONE Pro,1865,ffffff,0073b7,ffffff,Warren (wozza) Smyth,gb,59624,
C,1,10,,0,00dd00,,,Ben Hart,us,332397,
C,2,10,BRT,4,ffffff,050505,ff8100,Benjamin Glass,gb,372120,gold
C,1,10,,0,00dd00,,,Andre Gotthelf5231,ca,893452,
C,1,10,,0,00dd00,,,Mark Langley,nz,251683,
C,1,10,,0,00dd00,,,Cristian Neale,gb,278998,
C,2,9,,0,00dd00,,,Kevin Chalmers,,629469,bronze
C,1,8,BKRS,2363,ffffff,35b59e,000000,Matthew Whitwell,gb,504434,
C,1,8,,0,00dd00,,,Daniel Sullivan,gb,133054,silver
C,1,8,Team CLS,1426,3d9970,ffffff,ffffff,Leonard Hodgkiss,gb,277092,
C,1,8,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Joern Scheuren,de,1017885,
C,1,8,,0,00dd00,,,Jen Gontero (Thru-It-All cycling team),us,47498,
C,1,6,,0,00dd00,,,Joost Broeken,nl,460115,
C,1,6,TVZT,2887,ffffff,212020,d93838,Paul Hirst,gb,98288,
C,1,6,,0,00dd00,,,Mark Hipkiss,gb,143190,
C,1,6,,0,00dd00,,,Judith G.,de,917881,
C,1,6,,0,00dd00,,,Andy Little6866,gb,1036268,
C,1,6,,0,00dd00,,,Scott Fletcher,gb,625842,
C,1,6,,0,00dd00,,,Matthew Stephens,gb,324057,
C,1,5,,0,00dd00,,,Jan de Groot,pl,159736,
C,1,5,Les Pedaleux du Dimanche,3975,9f01fe,cdfe01,219820,J&eacute;r&eacute;my Toutant [LPD],ca,1105546,
C,1,4,,0,00dd00,,,Jake Richardson,gb,904660,
C,1,4,HERD,2639,383c3d,fc6719,fc6719,Glenn Morgan  HERD,gb,901283,
C,1,4,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Andreas Luedeking,de,403094,
C,1,4,TPA,1849,ffffff,0073b7,001100,James Hopson,gb,77268,
C,1,3,,0,00dd00,,,Diogo Rodrigues,pt,1032451,
C,1,2,,0,00dd00,,,Juergen Christen,de,913484,
C,1,2,HIK,719,ffffff,0073b7,ffffff,Diedejan ter Horst,nl,956675,
C,1,2,Cyclonauts ,3339,190000,cfcf29,000000,Gabi Yarosh,us,903015,
D,6,63,BRT,4,ffffff,050505,ff8100,Michael Cruz [BRT],us,13789,gold gold gold gold gold silver
D,1,11,PTz,1,ffffff,403d3a,e3680f,Marcelo Pereira,pt,45713,gold
D,1,11,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Sandy McMillan,gb-sct,987913,gold
D,1,8,,0,00dd00,,,David Drake DD,gb-eng,972432,silver
D,1,8,ZESP,2146,000000,fabd00,ad1519,Casimiro Portuano,es,905553,silver
D,1,8,BRT,4,ffffff,050505,ff8100,Paul Lancaster,gb,257106,silver
D,1,8,,0,00dd00,,,Francis Schoe,be,847043,silver
D,1,8,,0,00dd00,,,michael randall,gb,302261,silver
D,1,8,,0,00dd00,,,G Spittal,gb,474115,silver
D,1,6,BRT,4,ffffff,050505,ff8100,Laura Mitchell [BRT Hellcatz] D,gb,683476,bronze
D,1,6,,0,00dd00,,,Morten Malmqvist    (SCK)  ,dk,987989,bronze
D,1,6,Vision,9,ffffff,2ea9e0,000000,John Kerr,gb-sct,32544,bronze
D,1,6,Equipe JZQc,2571,ffffff,003399,ffffff,Stephane Poirier,ca,591657,bronze
D,1,4,,0,00dd00,,,Alex Mitchell Parachute ,us,897152,
